star_name,star_temperature,star_radius,star_mass,star_surface_gravity
K2-117,3778.0,0.51,0.54,4.75
Kepler-138,3841.0,0.535,0.535,4.71
Kepler-540,5946.0,1.08,1.02,4.38
Kepler-33,5904.0,1.82,1.291,4.027
KELT-10,5948.0,1.209,1.112,4.319
Kepler-583,5523.0,0.91,0.94,4.5
HD 62364,6255.0,1.401,1.19,4.14
Kepler-1649,3240.0,0.2317,0.1977,5.004
Kepler-1167,4971.0,0.75,0.79,4.6
HD 100508,5419.0,1.0179,0.94,4.39
WASP-57,5600.0,0.927,0.886,4.452
Kepler-1779,5730.0,1.056,1.008,4.394
Kepler-1770,5602.0,1.009,0.941,4.404
Kepler-216,6091.0,1.26,1.126,4.28
TOI-2768,4008.0,0.657,0.63,4.5
Kepler-529,6078.0,1.189,1.005,4.29
Kepler-381,6197.0,2.188,1.198,3.837
Kepler-296,3740.0,0.48,0.498,4.774
Kepler-1739,5757.0,0.762,0.865,4.597
Kepler-278,4965.0,2.861,1.227,3.58
Kepler-615,4655.0,0.69,0.73,4.62
TOI-6383 A,3444.0,0.457,0.458,4.81
K2-268,5106.0,0.78,0.84,4.58
Kepler-1638,5710.0,0.95,0.97,4.47
Kepler-1254,4985.0,0.75,0.78,4.59
Kepler-752,5373.0,0.83,0.87,4.54
Kepler-1692,5146.0,0.866139,0.87,4.50241
K2-45,4103.0,0.445,0.503,4.824
Kepler-148,5272.0,0.851,0.86,4.546
Kepler-1760,5229.0,0.903,0.821,4.441
HD 167768,4851.0,9.7,1.08,2.5
Kepler-6,5647.0,1.391,1.209,4.236
Kepler-1756,4915.0,0.812,0.781,4.512
Kepler-299,5617.0,1.032,1.004,4.394
Kepler-1064,5153.0,0.79,0.85,4.57
Kepler-766,5992.0,1.15,1.1,4.36
HD 96700,5845.0,1.16,0.89,4.39
Kepler-373,5787.0,0.845,0.981,4.562
GJ 876,3293.74,0.3,0.32,4.87177
HD 164604,4663.0,0.78,0.77,4.49
Kepler-208,6092.0,1.314,1.082,4.265
HATS-13,5523.0,0.887,0.962,4.524
Kepler-1146,4692.0,0.7,0.74,4.62
TOI-5300,4610.0,0.65,0.67,4.64
WASP-100,6900.0,1.57,0.77,4.35
Kepler-1643,4916.0,0.855,0.845,4.502
XO-4,6397.0,1.45,1.1,4.18
Kepler-1969,6046.0,1.007,1.111,4.478
WASP-13,5950.0,1.37,0.72,4.06
TOI-5799,3452.0,0.321,0.325,4.936
Kepler-1963,5726.0,0.979,0.915,4.418
Kepler-48,5190.0,0.836,0.916,4.487
Kepler-426,5725.0,0.92,0.91,4.471
Kepler-82,5401.0,0.898,0.91,4.49
NGTS-33,7437.0,1.47,1.6,4.26
HD 113337,6774.0,1.5,1.41,4.21
Kepler-1834,4821.0,0.788,0.765,4.529
GJ 411,3719.0,0.3685,0.3899,4.895
Kepler-122,6050.0,1.216,0.982,4.299
Kepler-1276,6188.0,1.21,1.14,4.33
Kepler-1653,4807.0,0.693,0.719,4.618
Kepler-1410,4092.0,0.6,0.63,4.67
Kepler-1864,5854.0,0.979,1.03,4.469
Kepler-1750,5644.0,0.969,0.981,4.457
WASP-24,6075.0,1.42,1.43,4.26
Kepler-304,4731.0,0.687,0.737,4.635
HD 331093,5544.0,1.1112,1.03,4.2
K2-110,5010.0,0.713,0.738,4.61
K2-32,5271.0,0.86,0.83,4.49
Kepler-1101,5614.0,0.91,0.94,4.5
Kepler-58,6099.0,1.127,1.024,4.372
Kepler-1090,5321.0,0.82,0.86,4.55
DMPP-1,6196.0,1.26,1.21,4.41
Kepler-1110,4781.0,0.7,0.73,4.62
HD 67087,6330.0,1.55,1.36,4.19
Kepler-334,5828.0,1.068,1.022,4.385
HD 204941,5026.0,0.78,0.58,4.42
TOI-1470,3709.0,0.469,0.471,4.77
TOI-4342,3866.0,0.598,0.587,4.652
HD 68988,5932.0,1.19,1.28,4.4
TOI-2207,6101.0,1.564,1.296,4.161
HD 48265,5805.0,2.05,1.38,4.06
K2-3,3844.0,0.546,0.549,4.704
OGLE-TR-182,5924.0,1.14,1.14,4.47
HD 96700,5845.0,1.16,0.89,4.39
Kepler-208,6092.0,1.314,1.082,4.265
Kepler-1129,5831.0,1.0,1.0,4.44
Kepler-1553,5288.0,0.81,0.85,4.56
Kepler-1374,5323.0,0.81,0.85,4.56
HD 4113,5688.0,1.077514,1.008,4.4
Kepler-639,5896.0,1.29,1.14,4.27
Kepler-655,6170.0,1.24,1.15,4.31
Kepler-1461,4919.0,0.74,0.79,4.6
GJ 251,3342.0,0.36,0.35,4.87
NGTS-23,6057.0,1.24,1.01,4.04
HD 13808,5035.0,0.781,0.771,4.57546
HD 108874,5600.0,1.05,1.1,4.44
Kepler-340,6620.0,1.85,1.65,4.063
Kepler-252,4208.0,0.549,0.61,4.721
HD 125271,4703.93,0.751364,0.75,4.56143
WASP-93,6700.0,1.524,1.334,4.197
Kepler-299,5617.0,1.032,1.004,4.394
Kepler-276,6105.0,1.046,0.845,4.453
Kepler-958,5421.0,0.86,0.91,4.53
Kepler-381,6152.0,1.568,1.144,4.12
Kepler-202,4668.0,0.667,0.683,4.65
K2-187,5438.0,0.83,0.966999,4.6
Kepler-1624,3768.0,0.552,0.541,4.685
TOI-198,3801.0,0.418,0.417,4.81
Kepler-963,5461.0,0.87,0.91,4.52
Kepler-846,5579.0,0.91,0.94,4.5
YZ Cet,3151.0,0.157,0.142,5.17
K2-271,5644.0,0.99,0.83,4.37
WASP-188,6850.0,1.83,1.5,4.1
K2-36,4916.0,0.718,0.79,4.621
WASP-97,5640.0,1.08,1.18,4.45
Kepler-1798,3967.0,0.587,0.593,4.674
TOI-2992,6000.0,1.545,1.21,4.139
TOI-4201,3794.0,0.63,0.61,4.64
HD 168863,4905.0,0.777826,0.8,4.55939
Kepler-495,5392.0,1.087,0.888,4.314
Kepler-268,6081.0,1.274,1.109,4.287
K2-268,5106.0,0.78,0.84,4.58
Kepler-1584,6069.0,1.13,1.1,4.37
Kepler-1368,5906.0,1.08,1.07,4.4
Kepler-924,6167.0,1.23,1.14,4.32
Kepler-1542,5564.0,0.99,0.94,4.41
Kepler-331,4347.0,0.492,0.653,4.768
Kepler-1096,4306.0,0.63,0.66,4.66
TOI-615,6850.0,1.732,1.449,4.2
Kepler-303,3944.0,0.485,0.575,4.768
HD 150010,4153.0,16.2,1.3,2.1
WASP-99,6150.0,1.64,1.21,4.3
HD 56414,8500.0,1.751,1.89,4.25979
Kepler-1388,4098.0,0.61,0.63,4.67
GJ 514,3728.0,0.5,0.51,4.76
TOI-628,6250.0,1.345,1.311,4.3
Kepler-92,5883.0,1.7,1.21,4.05
Kepler-552,5863.0,1.04,1.03,4.42
MASCARA-4,7800.0,1.79,1.75,4.1
Kepler-1846,4825.0,0.732,0.785,4.603
HD 82943,5935.0,1.1826,1.08,4.32582
HD 147873,5972.0,2.29,1.38,3.86
HAT-P-24,6373.0,1.38,1.37,4.27
NGTS-24,5820.0,1.64,1.26,4.09
Qatar-8,5738.0,1.315,1.029,4.214
Kepler-288,5918.0,1.091,0.842,4.353
alf Ari,4553.0,13.9,1.5,2.33
GJ 160.2,4347.0,0.655173,0.69,4.61312
HIP 5763,4352.0,0.750378,0.72,4.52002
Kepler-1258,5839.0,0.99,0.99,4.45
TOI-159,7287.0,1.62,1.661,4.23
TOI-6628,5463.0,1.01,0.97,4.416
NSVS 14256825,40000.0,0.188,0.419,5.49946
TOI-2093,4426.0,0.729,0.745,4.87
Kepler-33,5904.0,1.82,1.291,4.027
HD 233604,4791.0,10.9,1.5,2.55
TOI-715,3075.0,0.24,0.225,5.0
TOI-1266,3563.0,0.4232,0.437,4.826
TOI-1836,6380.0,1.577,1.307,4.159
Kepler-1103,6092.0,1.15,1.11,4.36
Kepler-32,3900.0,0.53,0.58,4.64
HD 167677,5474.0,0.95271,0.96,4.43
Kepler-1915,6020.0,1.057,1.03,4.403
K2-275,4841.0,0.69,0.77,4.65
Kepler-968,4598.0,0.7,0.76,4.63
HD 93963 A,5908.0,1.0311,1.0844,4.445
Kepler-1734,6061.0,0.97,1.05,4.486
Kepler-1669,4224.0,0.603,0.609,4.662
Kepler-993,3843.0,0.54,0.57,4.72
Kepler-288,5918.0,1.091,0.842,4.353
Kepler-215,5739.0,1.027,0.788,4.364
Kepler-1867,5693.0,0.816,0.911,4.57
EPIC 212737443,4684.0,0.673,0.69,4.622
K2-270,4877.0,0.77,0.85,4.59
HD 4203,5596.0,1.42,1.25,4.23
Kepler-48,5194.0,0.89,0.88,4.487
Kepler-550,5322.0,0.83,0.87,4.55
HD 111232,5512.0,0.9,0.96,4.45
Kepler-215,5739.0,1.027,0.788,4.364
TOI-2169 A,6270.0,1.82,1.42,4.069
Kepler-763,4999.0,0.843,0.8,4.49
K2-268,5106.0,0.78,0.84,4.58
HATS-50,5990.0,1.117,1.168,4.411
Kepler-407,5476.0,1.01,1.0,4.426
Kepler-1134,5281.0,0.81,0.84,4.56
Kepler-1989,6032.0,1.06,0.999,4.387
HD 18015,5603.0,3.13,1.49,3.64
Kepler-211,5123.0,0.816,0.867,4.547
TOI-1798,5165.0,0.78,0.87,4.572
Kepler-567,5148.0,0.79,0.84,4.57
TOI-2019,5626.0,1.7457,1.1832,4.025
Kepler-24,6028.0,1.099,1.06,4.33
HD 103774,6489.0,1.581047,1.335,4.26
Kepler-161,5078.0,0.806,0.853,4.553
GJ 3293,3466.0,0.404,0.42,4.78125
HD 40307,4956.0,0.716684,0.77,4.47
Kepler-1670,5838.0,1.51889,1.05,4.0962
K2-225,5520.0,1.7,1.482,4.148
Kepler-1308,3468.0,0.34,0.35,4.92
47 UMa,5872.0,1.21334,1.06,4.29541
HD 142022 A,5421.0,1.04,0.9,4.35
Kepler-24,6028.0,1.099,1.06,4.33
Kepler-404,5654.0,0.884,0.86,4.543
Kepler-1254,4985.0,0.75,0.78,4.59
WASP-135,5675.0,0.96,0.98,4.47
HATS-15,5311.0,0.922,0.871,4.449
HD 37124,5698.64,0.949168,0.85,4.391203
Ross 128,3192.0,0.1967,0.168,5.04705
WASP-3,6400.0,1.44,1.62,4.25
Kepler-170,5679.0,1.035,1.066,4.445
Kepler-1936,6501.0,1.854,1.419,4.054
KELT-1,6516.0,1.471,1.335,4.228
Kepler-640,5653.0,0.94,1.01,4.5
Kepler-1045,5301.0,0.82,0.86,4.55
Kepler-1862,5644.0,0.806,0.9,4.575
HD 103197,5250.0,0.88,0.8,4.45
psi1 Dra B,6212.0,1.255735,1.19,4.2
Kepler-990,5948.0,1.08,1.05,4.39
Kepler-50,6225.0,1.58,1.24,4.132
K2-260,6860.0,1.755,1.637,4.161
WASP-144,5200.0,0.81,0.81,4.53
Kepler-1304,5259.0,0.81,0.85,4.56
Kepler-1128,5543.0,0.91,0.94,4.5
Kepler-1537,5079.0,0.77,0.81,4.58
HATS-70,7930.0,1.881,1.78,4.167
Kepler-1043,5629.0,0.9,0.92,4.5
NGTS-35,4717.0,0.753,0.789,4.57
Kepler-368,5502.0,2.019,1.165,3.903
Kepler-479,5247.0,0.81,0.86,4.56
Kepler-1404,5261.0,0.8,0.84,4.56
Kepler-1987,4769.0,0.714,0.799,4.622
K2-99,6069.0,2.55,1.44,3.783
Kepler-1085,6000.0,1.14,1.11,4.37
HD 156668,4850.0,0.72,0.772,4.598
TOI-1728,3980.0,0.6243,0.646,4.657
Kepler-28,4499.3,0.664,0.684,4.62
Kepler-1135,5656.0,0.94,0.96,4.47
HD 30856,4895.0,4.4,1.17,3.2
Kepler-173,6031.0,0.949,1.067,4.404
TOI-6038 A,6110.0,1.648,1.291,4.118
SPECULOOS-3,2800.0,0.123,0.1009,5.265
Kepler-1445,6150.0,1.26,1.13,4.28
Kepler-796,5475.0,1.09,0.93,4.33
XO-2 S,5325.0,1.02,0.98,4.42
Kepler-1095,5658.0,0.92,0.94,4.48
Kepler-1105,4299.0,0.68,0.71,4.62
TIC 257060897,5993.0,1.863,1.187,3.972
Kepler-181,5333.0,0.749,0.81,4.619
Kepler-1748,5774.0,0.864,0.916,4.526
K2-29,5358.0,0.86,0.94,4.54
Kepler-1347,5193.0,0.79,0.82,4.57
Kepler-336,5867.0,1.304,1.09,4.264
OGLE-TR-56,6050.0,1.363,1.228,4.258
Kepler-1616,6266.0,1.34,1.21,4.26
14 And,4888.0,11.55,1.78,2.55
xi Aql,4841.0,10.86,1.74,2.61
Kepler-37,5357.0,0.789,0.79,4.5667
HD 69830,5385.0,0.886947,0.86,4.490299
Kepler-719,5777.0,0.98,0.99,4.45
HAT-P-28,5680.0,1.103,1.025,4.36
TOI-1232,5823.0,1.072,1.058,4.403
Kepler-667,5327.0,0.87,0.91,4.53
Kepler-772,5714.0,1.11,0.98,4.33
Kepler-4,5857.0,1.487,1.223,4.17
WASP-56,5600.0,0.96,0.71,4.5
Kepler-557,6068.0,1.16,1.11,4.35
Kepler-374,5977.0,0.911,1.033,4.479
Kepler-186,3755.0,0.523,0.544,4.736
HD 147513,5883.0,0.98,1.11,4.51
Kepler-351,5643.0,0.854,0.81,4.556
HD 93385,5977.0,1.18484,1.04,4.42
TOI-5007,3793.0,0.656,0.632,4.604
rho CrB,5817.0,1.3617,1.0,4.121
GPX-1,7000.0,1.56,1.68,4.27
EPIC 249893012,5430.0,1.71,1.05,3.99
Kepler-310,5797.0,0.876,0.854,4.521
Kepler-1585,5538.0,0.91,0.94,4.5
HD 23596,6040.0,1.53,1.1,4.23
TOI-6041,5445.0,0.879,0.885,4.498
Kepler-161,5078.0,0.806,0.853,4.553
Kepler-553,5191.0,0.902,0.889,4.48
Kepler-1169,6191.0,1.23,1.24,4.35
HD 25015,5160.0,0.83,0.86,4.4
Kepler-861,5047.0,0.78,0.82,4.58
TOI-269,3514.0,0.398,0.3917,4.831
IC 4651 9122,4740.1,10.267424,2.1,2.52
K2-115,5870.0,0.855,0.918,4.538
Kepler-489,5014.0,0.76,0.82,4.59
Kepler-839,6058.0,1.31,1.22,4.29
HD 11506,6123.0,1.24,1.22,4.39
TOI-5542,5700.0,1.058,0.89,4.2
Kepler-960,4755.0,0.72,0.77,4.61
Kepler-261,5098.0,0.794,0.834,4.561
Kepler-348,6177.0,1.359,1.189,4.244
18 Del,4980.0,8.8,2.1,2.87
HD 208897,4860.0,4.98,1.25,3.13
Kepler-1386,5733.0,1.03,1.02,4.41
Kepler-528,5807.0,1.06,1.01,4.39
TOI-5573,3790.0,0.594,0.619,4.68
HATS-26,6071.0,2.04,1.299,3.936
Kepler-1533,6431.0,1.51,1.31,4.2
Kepler-102,4909.0,0.724,0.803,4.6
Kepler-215,5739.0,1.027,0.788,4.364
Kepler-394,6402.0,1.132,0.87,4.408
Kepler-820,6260.0,1.36,1.23,4.25
K2-259,6059.0,1.13,1.14,4.39
Kepler-1942,5834.0,0.797,0.852,4.566
Kepler-416,5718.0,1.075,1.0,4.42
Kepler-401,6117.0,1.333,1.173,4.254
HD 202206,5766.0,1.04,1.07,4.5
Kepler-769,6186.0,1.28,1.19,4.3
Kepler-417,5177.0,0.806,0.9,4.57
Kepler-1483,6337.0,1.4,1.25,4.24
HD 13931,5867.0,1.25,1.3,4.36
Kepler-608,5820.0,1.01,1.0,4.43
Kepler-59,6074.0,0.94,1.04,4.51
GJ 433,3461.0,0.5,0.48,4.81
Kepler-193,6335.0,1.147,1.051,4.403
Kepler-888,5875.0,0.9,0.97,4.52
NGTS-3 A,5600.0,0.93,1.017,4.44807
Kepler-1972,5818.0,1.384,1.12,4.2
HD 86065,4927.56,0.780347,0.81,4.56198
Kepler-799,5588.0,1.593,1.031,4.047
HD 171028,5671.0,2.47,1.53,3.84
Kepler-228,6043.0,1.014,1.006,4.467
HIP 19976,4316.0,0.772319,0.67,4.48855
HD 89744,6291.0,2.13257,1.86,4.07
HD 96992,4725.0,7.43,0.96,2.76
Kepler-1875,6161.0,0.862,0.95,4.545
Kepler-326,5105.0,0.801,0.91,4.556
bet Pic,8038.68,1.54416,1.789,4.35072
Kepler-1642,5355.0,0.84,0.88,4.54
K2-355,5790.0,0.92,0.96,4.49
Kepler-125,3810.0,0.512,0.542101,4.744
HD 33142,5025.4,4.17,1.52,3.375
Kepler-174,4880.0,0.622,0.602,4.679
K2-162,4842.0,0.69,0.75,4.63
WASP-1,6110.0,1.47,1.24,4.207
Wendelstein-1,4251.0,0.61,0.65,4.54826
Kepler-1752,5446.0,0.821,0.824,4.525
KOI-351,6080.0,1.2,1.2,4.4
K2-138,5356.3,0.863,0.935,4.54
Kepler-1615,5865.0,1.05,1.04,4.42
Kepler-1289,6080.0,1.17,1.1,4.35
HD 34445,5836.0,1.38,1.07,4.21
WASP-41,5545.0,0.83,0.81,4.53
Kepler-963,5169.47,0.928,0.821,4.52
Kepler-327,3799.0,0.492,0.591913,4.758
Kepler-722,5863.0,1.05,1.03,4.41
TOI-1803,4687.0,0.715,0.756,4.62
HD 164922,5390.0,0.946,0.926,4.46
TOI-2485,6016.4,1.72,1.163,4.01
HATS-28,5498.0,0.922,0.929,4.476
Kepler-1186,5635.0,0.93,0.95,4.49
Kepler-618,5860.0,1.08,1.05,4.39
WASP-192,5910.0,1.32,1.09,4.236
Kepler-342,6175.0,1.472,1.213,4.187
HD 108236,5660.0,0.877,0.869,4.49
TOI-1758,5169.0,0.81,0.88,4.53
HD 98649,5759.0,1.01,0.97,4.38
HR 858,6354.0,1.258,1.204,4.3
HD 59686 A,4658.0,13.2,1.9,2.49
Kepler-979,5310.0,0.83,0.87,4.54
TOI-1135,6320.0,1.202,1.119,4.328
TOI-2193 A,5966.0,1.248,1.082,4.278
Kepler-1492,4712.0,0.72,0.77,4.62
K2-16,4742.0,0.66,0.68,4.51
HATS-74 A,3776.9,0.5758,0.601,4.696
TOI-4479,3400.0,0.451,0.452,4.5
Kepler-222,5433.0,0.869,0.933,4.551
Kepler-1568,5956.0,1.19,1.09,4.32
Kepler-1207,5909.0,1.06,1.06,4.41
HATS-23,5780.0,1.199,1.121,4.328
Kepler-1636,5797.0,1.02,1.01,4.43
Kepler-1822,5165.0,0.702,0.782,4.633
HD 28678,4972.0,6.48,1.53,3.06
Kepler-164,5888.0,1.148,1.036,4.331
HD 20781,5256.0,0.833609,0.7,4.37
Kepler-712,5148.0,0.78,0.84,4.58
Kepler-208,6092.0,1.314,1.082,4.265
K2-192,5222.0,0.81,0.9,4.57
Kepler-1123,5500.0,0.9,0.93,4.5
TOI-1238,4089.0,0.58,0.59,4.63
K2-282,5499.0,1.0,0.94,4.5
HD 121504,6027.0,1.07,1.62,4.59
WASP-133,5700.0,1.44,1.16,4.18
Kepler-255,5431.0,0.86,0.9,4.53
HD 63454,4812.0,0.77,0.42,4.28
HD 6718,5746.0,1.02,0.96,4.48
Kepler-483,6346.0,1.47,1.28,4.21
BD+20 594,5766.0,1.08,1.67,4.5
TYC 0434-04538-1,4679.0,9.99,1.04,2.49
Kepler-1243,5667.0,0.94,0.96,4.48
HD 73534,4917.0,2.58,1.16,3.6
Kepler-1494,5659.0,0.94,0.96,4.48
Kepler-186,3788.0,0.472,0.478,4.77
24 Sex,5098.0,4.9,1.54,3.5
TIC 87422071,6150.0,1.489,1.239,4.183
GJ 3988,3273.0,0.19734,0.1842,4.92
HD 9446,5793.0,1.0,1.0,4.53
HD 35843,5666.0,0.897,0.94,4.47
Kepler-116,6142.0,1.454,1.198,4.196
K2-284,4140.0,0.607,0.63,4.67
Kepler-1958,5749.0,0.864,0.961,4.547
HD 152581,5027.0,5.14,1.3,3.29
Kepler-74,6000.0,1.12,1.18,4.44
Kepler-87,5600.0,1.82,1.1,3.96
Kepler-812,6761.0,1.71,1.45,4.13
Kepler-80,4540.0,0.678,0.73,4.639
TOI-2266,3200.0,0.24,0.23,4.97167
WASP-23,5150.0,0.765,0.78,4.4
Kepler-1265,4630.0,0.69,0.71,4.63
NGTS-1,3916.0,0.573,0.617,4.71
Kepler-1187,5975.0,1.09,1.06,4.39
Kepler-164,5888.0,1.097,0.966,4.342
Kepler-184,5788.0,0.873,0.872,4.51
HD 332231,6128.0,1.266,1.1642,4.296
TOI-1199,5710.0,1.45,1.23,4.19
TOI-4961,5380.0,0.912,0.912,4.479
Kepler-75,5200.0,0.89,0.91,4.5
HD 39091,5998.0,1.17,1.07,4.43
HAT-P-3,5185.0,0.87,1.06,4.56
HD 30562,5882.0,1.61,1.12,4.07
Kepler-233,5360.0,0.758,0.855,4.614
BD-10 3166,5393.0,0.91,1.47,4.69
Kepler-1834,4821.0,0.788,0.765,4.529
Kepler-207,5920.0,1.588,1.313,4.129
Kepler-118,5274.0,1.094,0.811,4.321
HATS-55,6214.0,1.126,1.1955,4.4121
Kepler-822,5928.0,1.08,1.06,4.4
Kepler-292,5299.0,0.826,0.865,4.536
Kepler-444,5046.0,0.752,0.758,4.5625
bet Pic,8038.68,1.54416,1.789,4.35072
HD 183263,5948.0,1.23,1.06,4.37
Kepler-654,5865.0,1.11,1.04,4.36
91 Aqr,4665.0,11.0,1.4,2.52
Kepler-864,5754.0,1.0,1.0,4.44
Kepler-1628,3724.0,0.52,0.55,4.74
Kepler-944,5409.0,0.83,0.86,4.54
HD 181720,5736.0,1.5,1.03,4.09
Kepler-322,5388.0,0.89,0.908,4.501
Kepler-1394,6481.0,2.55,1.64,3.84
HD 109246,5844.0,1.07,1.2,4.46
Kepler-1672,6131.95,1.08841,1.16,4.42894
Kepler-1744,5986.0,0.85,0.886,4.527
TOI-4515,5433.0,0.86,0.949,4.48
Ross 176,4041.0,0.569,0.577,5.07
CoRoT-31,5700.0,2.15,1.25,3.85
TOI-1775,5284.0,0.8288,0.9218,4.565
K2-73,5867.0,1.058,1.02,4.39
Kepler-129,5770.0,1.653,1.178,4.08
Kepler-1267,6096.0,1.2,1.15,4.33
Kepler-1795,4500.0,0.688,0.768,4.638
Kepler-903,5682.0,0.97,0.98,4.46
GJ 3293,3466.0,0.404,0.42,4.78125
TOI-5713,3225.0,0.2992,0.2653,4.91
K2-285,4975.0,0.787,0.83,4.4
TOI-4184,3238.0,0.2347,0.2109,5.01
Kepler-220,4632.0,0.666,0.729,4.652
Kepler-880,6761.0,1.74,1.46,4.12
HD 35843,5666.0,0.897,0.94,4.47
HATS-68,6147.0,1.748,1.351,4.083
Kepler-324,5194.0,0.84,0.901,4.53
Kepler-1547,6078.0,1.18,1.12,4.34
Kepler-116,6142.0,1.454,1.198,4.196
Kepler-1076,4868.0,0.74,0.79,4.6
nu Oph,4887.0,12.24,2.61,2.64
Kepler-170,5679.0,1.035,1.066,4.445
HD 134987,5585.0,1.25,1.1,4.31
Kepler-530,5697.0,0.89,0.97,4.53
Kepler-1596,5706.0,0.92,0.95,4.49
Kepler-396,5656.0,1.06,0.85,4.32
WASP-88,6430.0,1.8,0.94,3.96
Kepler-1438,5530.0,0.96,0.97,4.46
GJ 15 A,3607.0,0.38,0.38,4.87
TOI-157,5404.0,1.167,0.948,4.281
K2-114,4899.0,0.832,0.863,4.534
Kepler-100,5837.0,1.51,1.13,4.1
tau Gem,4388.0,26.8,2.3,1.96
Kepler-265,5835.0,1.103,0.97,4.326
Kepler-1921,6120.0,2.0,1.251,3.934
CoRoT-19,6090.0,1.65,1.21,4.07
HD 110537,5718.0,1.16626,1.02,4.31308
Kepler-788,6159.0,1.23,1.16,4.32
Kepler-336,5867.0,1.304,1.09,4.264
HIP 48714,4015.5,0.595456,0.58,4.65505
Kepler-154,5690.0,1.001,0.933,4.415
Kepler-1225,6140.0,1.19,1.13,4.34
Kepler-332,4955.0,0.72,0.743,4.611
WASP-173 A,5800.0,1.11,1.05,4.37
WASP-71,6050.0,1.82,0.76,3.9
Kepler-66,5962.0,0.966,1.038,4.484
Kepler-755,5043.0,0.77,0.82,4.58
Kepler-1785,5618.0,0.996,0.911,4.401
GJ 9773,3528.0,0.362,0.358,4.84674
Kepler-247,5100.0,0.768,0.887,4.608
Kepler-1552,5202.0,0.78,0.85,4.58
Kepler-549,5360.0,0.84,0.88,4.54
Kepler-130,5884.0,1.127,0.927,4.304
HD 24040,5776.49,1.387296,1.10394,4.197486
Kepler-304,4731.0,0.687,0.737,4.635
Kepler-2000,3757.0,0.576,0.581,4.681
Kepler-327,3799.0,0.492,0.591913,4.758
LSPM J2116+0234,3475.0,0.431,0.43,4.95
Kepler-1371,5361.0,0.83,0.87,4.55
BD+20 274,4296.0,17.3,0.8,1.99
Kepler-538,5534.0,0.8717,0.892,4.51
HD 189567,5726.0,1.04,0.83,4.41
HAT-P-62,5629.0,1.17,1.023,4.312
Kepler-443,4723.0,0.706,0.738,4.614
TOI-530,3659.0,0.54,0.53,4.7
GJ 676 A,3734.0,0.69,0.626,4.62
WASP-175,6229.0,1.204,1.212,4.359
Kepler-127,6106.0,1.359,1.248,4.265
HD 1605,4915.0,3.49,1.33,3.4
HIP 14810,5544.0,1.07,1.01,4.32
LHS 1678,3490.0,0.329,0.345,4.89044
Kepler-42,3068.0,0.17,0.13,5.11
HD 141937,5870.0,1.03,1.09,4.45
TOI-1518,7299.0,1.942,1.88,4.136
Kepler-388,4498.0,0.586,0.635,4.69
TOI-2458,6005.0,1.31,1.05,4.2
HD 18599,5145.0,0.767,0.863,4.54
Kepler-1301,5188.0,0.81,0.85,4.56
Kepler-879,5456.75,1.022,0.974,4.42
HD 73583,4511.0,0.65,0.73,4.62
Kepler-784,5676.0,1.487,1.016,4.1
Kepler-1216,5743.0,0.98,0.99,4.46
Kepler-149,5381.0,0.953,1.013,4.465
HD 33142,5025.4,4.17,1.52,3.375
Kepler-1896,6122.0,0.996,1.07,4.471
Kepler-653,5665.0,1.19,1.02,4.29
Kepler-714,5995.0,1.12,1.09,4.37
Kepler-1458,5653.0,0.94,0.96,4.48
TOI-4364,3528.0,0.4684,0.487,4.785
K2-57,4413.0,0.671,0.699,4.629
Kepler-481,5802.0,1.09,1.01,4.36
Kepler-1419,5796.0,1.01,1.01,4.43
HD 95338,5097.0,0.868,0.848,4.44
Kepler-1112,6496.0,1.54,1.34,4.19
Kepler-345,4504.0,0.623,0.61,4.683
KOI-142,5466.0,0.897,0.99,4.528
HD 148427,5025.0,3.86,1.64,3.48
Kepler-271,5555.0,0.87,0.9,4.52
Pr0211,5300.0,0.827,0.935,4.51
Kepler-372,6509.0,1.137,1.202,4.405
Kepler-338,5923.0,1.735,1.105,4.017
GJ 3998,3726.0,0.5,0.52,4.75
HD 137388,5181.0,0.88,0.68,4.39
Kepler-1673,6014.95,1.13166,1.11,4.37596
Kepler-1868,4658.0,0.686,0.743,4.632
HD 87883,4980.0,0.798557,0.8,4.54862
Kepler-740,5438.0,0.87,0.91,4.52
Kepler-1322,5704.0,0.804,0.897,4.575
Kepler-379,6054.0,1.306,1.125,4.273
HD 216435,5999.0,1.800029,1.3,4.154
HATS-76,4016.0,0.6259,0.662,4.665
Kepler-1211,5705.0,0.94,0.96,4.48
HAT-P-33,6446.0,1.79,1.82,4.15
HD 12235,5986.0,1.80185,1.1,3.96802
CoRoT-26,5590.0,1.79,1.09,3.99
Kepler-1161,4253.0,0.57,0.59,4.7
Kepler-224,5018.0,0.676,0.777,4.639
mu Leo,4538.2,11.4,1.5,2.4
WASP-176,5941.0,1.925,1.345,3.995
WASP-65,5600.0,1.01,0.93,4.4
K2-282,5499.0,1.0,0.94,4.5
HD 60292,4348.0,27.0,1.7,1.9
HD 2685,6801.0,1.56,1.43,4.21
HIP 12961,3901.0,0.65,0.69,4.65
K2-53,5263.0,0.807,0.851,4.555
WASP-117,6040.0,1.22,1.29,4.28
Kepler-363,5593.0,1.485,1.226,4.152
K2-37,5352.0,0.809,0.84,4.53
Kepler-1594,5946.0,1.08,1.06,4.39
HD 4917,4802.0,5.01,1.32,2.97
HIP 65407,5460.0,0.952252,0.93,4.47
Kepler-1149,5833.0,1.01,1.02,4.43
